verbatim;source;edited;type;edited2;usageKey;acceptedUsageKey;parent1;parent2;parent1_usageKey;parent1_acceptedUsageKey;parent2_usageKey;parent2_acceptedUsageKey
Thymus braunii Borbás, pro T. spathulus x T. subcitratus;florkart;Thymus braunii Borbás;name;Thymus braunii Borbás;5607565;5607565;Thymus spathulatus;Thymus subcitratus;5605293;7226079;5605247;7306652
Thymus pulegioides × vulgaris;florkart;Thymus pulegioides × vulgaris;formula;Thymus pulegioides × vulgaris;9962452;9962452;Thymus pulegioides;Thymus vulgaris;5341443;5341443;5341442;5341442
Thymus × porcii Borbás;florkart;Thymus × porcii Borbás;name;Thymus ×porcii Borbás;5605910;5607313;NA;NA;NA;NA;NA;NA
Thymus × desertostepposus Ferd. Weber, pro T. marschallianus x T. serpyllum;florkart;Thymus × desertostepposus Ferd. Weber;name;Thymus ×desertostepposus Ferd. Weber;7308409;7308409;Thymus marschallianus;Thymus serpyllum;8317767;8317767;6409622;6409622
Thymus praecox × vulgaris;florkart;Thymus praecox × vulgaris;formula;Thymus praecox × vulgaris;NA;NA;Thymus praecox;Thymus vulgaris;5341449;5341449;5341442;5341442
Tragopogon dubius × orientalis;florkart;Tragopogon dubius × orientalis;formula;Tragopogon dubius × orientalis;NA;NA;Tragopogon dubius;Tragopogon orientalis;6443709;6443709;5386903;5386903
Tragopogon dubius × pratensis;florkart;Tragopogon dubius × pratensis;formula;Tragopogon dubius × pratensis;9886164;9886164;Tragopogon dubius;Tragopogon pratensis;6443709;6443709;5386897;5386897
Tragopogon orientalis × pratensis;florkart;Tragopogon orientalis × pratensis;formula;Tragopogon orientalis × pratensis;NA;NA;Tragopogon orientalis;Tragopogon pratensis;5386903;5386903;5386897;5386897
Trifolium alpestre × medium;florkart;Trifolium alpestre × medium;formula;Trifolium alpestre × medium;10127664;10127664;Trifolium alpestre;Trifolium medium;5359499;5359499;5358812;5358812
Trifolium aureum × campestre;florkart;Trifolium aureum × campestre;formula;Trifolium aureum × campestre;10556210;10556210;Trifolium aureum;Trifolium campestre;5359060;5359060;5359477;5359477
Typha × glauca Godr.;florkart;Typha × glauca Godr.;name;Typha ×glauca Godr.;8960288;8960288;NA;NA;NA;NA;NA;NA
Utricularia ochroleuca R. W. Hartm.;florkart;Utricularia ochroleuca R. W. Hartm.;name;Utricularia ochroleuca R. W. Hartm.;3172429;3172429;NA;NA;NA;NA;NA;NA
Vaccinium × intermedium Ruthe;florkart;Vaccinium × intermedium Ruthe;name;Vaccinium ×intermedium Ruthe;7887327;7887327;NA;NA;NA;NA;NA;NA
Verbascum densiflorum × nigrum;florkart;Verbascum densiflorum × nigrum;formula;Verbascum densiflorum × nigrum;10455625;10455625;Verbascum densiflorum;Verbascum nigrum;3171939;3171939;3171945;3171945
Verbascum blattaria × densiflorum;florkart;Verbascum blattaria × densiflorum;formula;Verbascum blattaria × densiflorum;NA;NA;Verbascum blattaria;Verbascum densiflorum;3171943;3171943;3171939;3171939
Verbascum bombyciferum × densiflorum;florkart;Verbascum bombyciferum × densiflorum;formula;Verbascum bombyciferum × densiflorum;10441642;10441642;Verbascum bombyciferum;Verbascum densiflorum;3741100;3741100;3171939;3171939
Verbascum densiflorum × phoeniceum;florkart;Verbascum densiflorum × phoeniceum;formula;Verbascum densiflorum × phoeniceum;9891042;9891042;Verbascum densiflorum;Verbascum phoeniceum;3171939;3171939;3171951;3171951
Verbascum densiflorum × speciosum;florkart;Verbascum densiflorum × speciosum;formula;Verbascum densiflorum × speciosum;10241774;10241774;Verbascum densiflorum;Verbascum speciosum;3171939;3171939;3171952;3171952
Verbascum lychnitis × phlomoides;florkart;Verbascum lychnitis × phlomoides;formula;Verbascum lychnitis × phlomoides;11588859;11588859;Verbascum lychnitis;Verbascum phlomoides;3171947;3171947;3171948;3171948
Verbascum speciosum × thapsus;florkart;Verbascum speciosum × thapsus;formula;Verbascum speciosum × thapsus;9953223;9953223;Verbascum speciosum;Verbascum thapsus;3171952;3171952;3171949;3171949
Verbascum lychnitis × phoeniceum;florkart;Verbascum lychnitis × phoeniceum;formula;Verbascum lychnitis × phoeniceum;10077025;10077025;Verbascum lychnitis;Verbascum phoeniceum;3171947;3171947;3171951;3171951
Verbascum lychnitis × nigrum;florkart;Verbascum lychnitis × nigrum;formula;Verbascum lychnitis × nigrum;10566363;10566363;Verbascum lychnitis;Verbascum nigrum;3171947;3171947;3171945;3171945
Verbascum densiflorum × phlomoides;florkart;Verbascum densiflorum × phlomoides;formula;Verbascum densiflorum × phlomoides;9687011;9687011;Verbascum densiflorum;Verbascum phlomoides;3171939;3171939;3171948;3171948
Verbascum phlomoides × thapsus;florkart;Verbascum phlomoides × thapsus;formula;Verbascum phlomoides × thapsus;10254607;10254607;Verbascum phlomoides;Verbascum thapsus;3171948;3171948;3171949;3171949
Verbascum lychnitis × speciosum;florkart;Verbascum lychnitis × speciosum;formula;Verbascum lychnitis × speciosum;9847535;9847535;Verbascum lychnitis;Verbascum speciosum;3171947;3171947;3171952;3171952
Verbascum nigrum × pulverulentum;florkart;Verbascum nigrum × pulverulentum;formula;Verbascum nigrum × pulverulentum;10046207;10046207;Verbascum nigrum;Verbascum pulverulentum;3171945;3171945;3171941;3171941
Verbascum nigrum × speciosum;florkart;Verbascum nigrum × speciosum;formula;Verbascum nigrum × speciosum;9852138;9852138;Verbascum nigrum;Verbascum speciosum;3171945;3171945;3171952;3171952
Verbascum olympicum × speciosum;florkart;Verbascum olympicum × speciosum;formula;Verbascum olympicum × speciosum;10593157;10593157;Verbascum olympicum;Verbascum speciosum;7589232;7589232;3171952;3171952
Verbascum phlomoides × pulverulentum;florkart;Verbascum phlomoides × pulverulentum;formula;Verbascum phlomoides × pulverulentum;NA;NA;Verbascum phlomoides;Verbascum pulverulentum;3171948;3171948;3171941;3171941
Verbascum chaixii × lychnitis;florkart;Verbascum chaixii × lychnitis;formula;Verbascum chaixii × lychnitis;NA;NA;Verbascum chaixii;Verbascum lychnitis;8949622;8949622;3171947;3171947
Verbascum densiflorum × lychnitis;florkart;Verbascum densiflorum × lychnitis;formula;Verbascum densiflorum × lychnitis;10339728;10339728;Verbascum densiflorum;Verbascum lychnitis;3171939;3171939;3171947;3171947
Verbascum lychnitis × pulverulentum;florkart;Verbascum lychnitis × pulverulentum;formula;Verbascum lychnitis × pulverulentum;10103654;10103654;Verbascum lychnitis;Verbascum pulverulentum;3171947;3171947;3171941;3171941
Verbascum phlomoides × phoeniceum;florkart;Verbascum phlomoides × phoeniceum;formula;Verbascum phlomoides × phoeniceum;10002611;10002611;Verbascum phlomoides;Verbascum phoeniceum;3171948;3171948;3171951;3171951
Verbascum lychnitis × thapsus;florkart;Verbascum lychnitis × thapsus;formula;Verbascum lychnitis × thapsus;10428777;10428777;Verbascum lychnitis;Verbascum thapsus;3171947;3171947;3171949;3171949
Verbascum nigrum × phoeniceum;florkart;Verbascum nigrum × phoeniceum;formula;Verbascum nigrum × phoeniceum;9860198;9860198;Verbascum nigrum;Verbascum phoeniceum;3171945;3171945;3171951;3171951
Veronica anagallis-aquatica × catenata;florkart;Veronica anagallis-aquatica × catenata;formula;Veronica anagallis-aquatica × catenata;10603903;10603903;Veronica anagallis-aquatica;Veronica catenata;3172086;3172086;3172092;3172092
Viola alba × hirta;florkart;Viola alba × hirta;formula;Viola alba × hirta;9857525;9857525;Viola alba;Viola hirta;7296398;7296398;5664290;5664290
Viola alba × odorata;florkart;Viola alba × odorata;formula;Viola alba × odorata;9970320;9970320;Viola alba;Viola odorata;7296398;7296398;5331181;5331181
Viola alba × reichenbachiana;florkart;Viola alba × reichenbachiana;formula;Viola alba × reichenbachiana;NA;NA;Viola alba;Viola reichenbachiana;7296398;7296398;5663962;5663962
Viola arvensis × guestphalica;florkart;Viola arvensis × guestphalica;formula;Viola arvensis × guestphalica;NA;NA;Viola arvensis;Viola guestphalica;5331235;5331235;5664732;11850816
Viola calaminaria × tricolor;florkart;Viola calaminaria × tricolor;formula;Viola calaminaria × tricolor;NA;NA;Viola calaminaria;Viola tricolor;5664312;11920812;5331347;5331347
Viola canina × elatior;florkart;Viola canina × elatior;formula;Viola canina × elatior;10259874;10259874;Viola canina;Viola elatior;5331258;5331258;7707374;7707374
Viola canina × montana;florkart;Viola canina × montana;formula;Viola canina × montana;NA;NA;Viola canina;Viola montana;5331258;5331258;NA;NA
Viola canina × rupestris;florkart;Viola canina × rupestris;formula;Viola canina × rupestris;10085632;10085632;Viola canina;Viola rupestris;5331258;5331258;7296242;7296242
Viola collina × hirta;florkart;Viola collina × hirta;formula;Viola collina × hirta;10422947;10422947;Viola collina;Viola hirta;7296247;7296247;5664290;5664290
Viola arvensis × tricolor;florkart;Viola arvensis × tricolor;formula;Viola arvensis × tricolor;10538757;10538757;Viola arvensis;Viola tricolor;5331235;5331235;5331347;5331347
Viola × interjecta Borbás;florkart;Viola × interjecta Borbás;name;Viola ×interjecta Borbás;5663653;5663653;NA;NA;NA;NA;NA;NA
Viola canina × riviniana;florkart;Viola canina × riviniana;formula;Viola canina × riviniana;9842306;9842306;Viola canina;Viola riviniana;5331258;5331258;7296321;7296321
Viola hirta × suavis;florkart;Viola hirta × suavis;formula;Viola hirta × suavis;10178789;10178789;Viola hirta;Viola suavis;5664290;5664290;7544600;7544600
Viola montana × riviana;florkart;Viola montana × riviniana;formula;Viola montana × riviniana;10598466;11372654;Viola montana;Viola riviniana;NA;NA;7296321;7296321
Viola mirabilis × riviniana;florkart;Viola mirabilis × riviniana;formula;Viola mirabilis × riviniana;9735211;9735211;Viola mirabilis;Viola riviniana;5331268;5331268;7296321;7296321
Viola × perplexa Gremli;florkart;Viola × perplexa Gremli;name;Viola ×perplexa Gremli;5663318;5663318;NA;NA;NA;NA;NA;NA
Viola × pluricaulis Borbás;florkart;Viola × pluricaulis Borbás;name;Viola ×pluricaulis Borbás;5665411;5665284;NA;NA;NA;NA;NA;NA
Viola reichenbachiana × rupestris;florkart;Viola reichenbachiana × rupestris;formula;Viola reichenbachiana × rupestris;10632986;10632986;Viola reichenbachiana;Viola rupestris;5663962;5663962;7296242;7296242
Viola canina × stagnina;florkart;Viola canina × stagnina;formula;Viola canina × stagnina;9670992;9670992;Viola canina;Viola stagnina;5331258;5331258;5664390;5664390
Viola bavarica × canina;florkart;Viola bavarica × canina;formula;Viola bavarica × canina;9900917;10387664;Viola bavarica;Viola canina;5665263;5665263;5331258;5331258
Viola bavarica × mirabilis;florkart;Viola bavarica × mirabilis;formula;Viola bavarica × mirabilis;10656390;10015922;Viola bavarica;Viola mirabilis;5665263;5665263;5331268;5331268
Viola odorata × suavis;florkart;Viola odorata × suavis;formula;Viola odorata × suavis;10353176;10353176;Viola odorata;Viola suavis;5331181;5331181;7544600;7544600
Xanthium albinum × strumarium;florkart;Xanthium albinum × strumarium;formula;Xanthium albinum × strumarium;NA;NA;Xanthium albinum;Xanthium strumarium;3089142;3089142;3089154;3089154
Geum × intermedium Ehrh.;germansl;Geum × intermedium Ehrh.;name;Geum ×intermedium Ehrh.;5369692;5369692;NA;NA;NA;NA;NA;NA
Callitriche cophocarpa × platycarpa Scop.;germansl;Callitriche cophocarpa × platycarpa Scop.;formula;Callitriche cophocarpa × platycarpa Scop.;NA;NA;Callitriche cophocarpa;Callitriche platycarpa Scop.;8236752;8236752;7886879;7886879
Carex acuta × nigra;germansl;Carex acuta × nigra;formula;Carex acuta × nigra;9737186;9737186;Carex acuta;Carex nigra;2722833;2722833;2724925;2724925
Carex canescens × dioica;germansl;Carex canescens × dioica;formula;Carex canescens × dioica;10513577;10513577;Carex canescens;Carex dioica;2722942;2722942;2728870;2728870
Carex cespitosa × elata;germansl;Carex cespitosa × elata;formula;Carex cespitosa × elata;10409415;10409415;Carex cespitosa;Carex elata;2723925;2723925;2724729;2724729
Carex cespitosa × nigra;germansl;Carex cespitosa × nigra;formula;Carex cespitosa × nigra;9888599;9888599;Carex cespitosa;Carex nigra;2723925;2723925;2724925;2724925
Carex elata × nigra;germansl;Carex elata × nigra;formula;Carex elata × nigra;9847159;9847159;Carex elata;Carex nigra;2724729;2724729;2724925;2724925
Carex riparia × rostrata;germansl;Carex riparia × rostrata;formula;Carex riparia × rostrata;9853114;9853114;Carex riparia;Carex rostrata;2718117;2718117;2726725;2726725
Carex rostrata × vesicaria;germansl;Carex rostrata × vesicaria;formula;Carex rostrata × vesicaria;10436776;10436776;Carex rostrata;Carex vesicaria;2726725;2726725;2722046;2722046
Centaurea diffusa × stoebe;germansl;Centaurea diffusa × stoebe;formula;Centaurea diffusa × stoebe;9964834;9964834;Centaurea diffusa;Centaurea stoebe;3128962;3128962;3127727;3127727
Circaea alpina × lutetiana;germansl;Circaea alpina × lutetiana;formula;Circaea alpina × lutetiana;9832716;8186928;Circaea alpina;Circaea lutetiana;3188797;3188797;3188794;3188794
Crataegus laevigata × monogyna;germansl;Crataegus laevigata × monogyna;formula;Crataegus laevigata × monogyna;10150359;3013800;Crataegus laevigata;Crataegus monogyna;8252683;8252683;9220780;9220780
Crataegus laevigata × rhipidophylla;germansl;Crataegus laevigata × rhipidophylla;formula;Crataegus laevigata × rhipidophylla;10627072;3013688;Crataegus laevigata;Crataegus rhipidophylla;8252683;8252683;9047268;9047268
Crataegus monogyna × rhipidophylla;germansl;Crataegus monogyna × rhipidophylla;formula;Crataegus monogyna × rhipidophylla;10439712;9220780;Crataegus monogyna;Crataegus rhipidophylla;9220780;9220780;9047268;9047268
Elymus athericus × repens;germansl;Elymus athericus × repens;formula;Elymus athericus × repens;10325342;10325342;Elymus athericus;Elymus repens;8766300;8766300;5290299;5290299
Elymus hispidus × repens;germansl;Elymus hispidus × repens;formula;Elymus hispidus × repens;10509204;10509204;Elymus hispidus;Elymus repens;5289902;4932599;5290299;5290299
Elymus repens × Leymus arenarius;germansl;Elymus repens × Leymus arenarius;formula;Elymus repens × Leymus arenarius;NA;NA;Elymus repens;Leymus arenarius;5290299;5290299;2706368;2706368
Equisetum arvense × fluviatile;germansl;Equisetum arvense × fluviatile;formula;Equisetum arvense × fluviatile;10242641;10242641;Equisetum arvense;Equisetum fluviatile;7924597;7924597;2687937;2687937
Equisetum fluviatile × palustre;germansl;Equisetum fluviatile × palustre;formula;Equisetum fluviatile × palustre;10429623;10429623;Equisetum fluviatile;Equisetum palustre;2687937;2687937;2687932;2687932
Equisetum hyemale × ramosissimum;germansl;Equisetum hyemale × ramosissimum;formula;Equisetum hyemale × ramosissimum;10091728;4000302;Equisetum hyemale;Equisetum ramosissimum;2687927;2687927;2687940;2687940
Equisetum hyemale × variegatum;germansl;Equisetum hyemale × variegatum;formula;Equisetum hyemale × variegatum;9721203;9721203;Equisetum hyemale;Equisetum variegatum;2687927;2687927;7758330;7758330
Equisetum palustre × telmateia;germansl;Equisetum palustre × telmateia;formula;Equisetum palustre × telmateia;NA;NA;Equisetum palustre;Equisetum telmateia;2687932;2687932;2687943;2687943
Fallopia japonica × sachalinensis;germansl;Fallopia japonica × sachalinensis;formula;Fallopia japonica × sachalinensis;10641472;4038485;Fallopia japonica;Fallopia sachalinensis;5334357;2889173;5334293;2889088
Fragaria vesca × viridis;germansl;Fragaria vesca × viridis;formula;Fragaria vesca × viridis;10363612;10363612;Fragaria vesca;Fragaria viridis;3029817;3029817;8400458;8400458
Galium album × verum;germansl;Galium album × verum;formula;Galium album × verum;10434514;9888620;Galium album;Galium verum;2913931;2913931;9063248;9063248
Hypericum maculatum × perforatum;germansl;Hypericum maculatum × perforatum;formula;Hypericum maculatum × perforatum;NA;NA;Hypericum maculatum;Hypericum perforatum;6437017;6437017;3189486;3189486
Inula hirta × salicina;germansl;Inula hirta × salicina;formula;Inula hirta × salicina;10367974;10367974;Inula hirta;Inula salicina;NA;NA;8229935;8229935
Juncus acutiflorus × articulatus;germansl;Juncus acutiflorus × articulatus;formula;Juncus acutiflorus × articulatus;9659126;9659126;Juncus acutiflorus;Juncus articulatus;2701571;2701571;2701261;2701261
Mentha aquatica × longifolia;germansl;Mentha aquatica × longifolia;formula;Mentha aquatica × longifolia;9935032;9935032;Mentha aquatica;Mentha longifolia;2927208;2927208;7510173;7510173
Mentha aquatica × spicata;germansl;Mentha aquatica × spicata;formula;Mentha aquatica × spicata;10447118;8707933;Mentha aquatica;Mentha spicata;2927208;2927208;2927175;2927175
Mentha aquatica × suaveolens;germansl;Mentha aquatica × suaveolens;formula;Mentha aquatica × suaveolens;10928200;7858518;Mentha aquatica;Mentha suaveolens;2927208;2927208;2927190;2927190
Mentha longifolia × suaveolens;germansl;Mentha longifolia × suaveolens;formula;Mentha longifolia × suaveolens;10598674;8974899;Mentha longifolia;Mentha suaveolens;7510173;7510173;2927190;2927190
Mentha spicata × suaveolens;germansl;Mentha spicata × suaveolens;formula;Mentha spicata × suaveolens;10329575;8004895;Mentha spicata;Mentha suaveolens;2927175;2927175;2927190;2927190
Nasturtium microphyllum × officinale;germansl;Nasturtium microphyllum × officinale;formula;Nasturtium microphyllum × officinale;10629275;5550943;Nasturtium microphyllum;Nasturtium officinale;9184619;9184619;7701037;7701037
Nuphar lutea × pumila;germansl;Nuphar lutea × pumila;formula;Nuphar lutea × pumila;9732491;9732491;Nuphar lutea;Nuphar pumila;7551339;7551339;6435002;6435002
Platanthera bifolia × chlorantha;germansl;Platanthera bifolia × chlorantha;formula;Platanthera bifolia × chlorantha;9960095;9960095;Platanthera bifolia;Platanthera chlorantha;9213153;9213153;2797913;2797913
Populus alba × tremula;germansl;Populus alba × tremula;formula;Populus alba × tremula;9927398;3040185;Populus alba;Populus tremula;3040233;3040233;3040249;3040249
Potamogeton gramineus × natans;germansl;Potamogeton gramineus × natans;formula;Potamogeton gramineus × natans;9948447;9948447;Potamogeton gramineus;Potamogeton natans;5301183;5301183;5301147;5301147
Potamogeton gramineus × perfoliatus;germansl;Potamogeton gramineus × perfoliatus;formula;Potamogeton gramineus × perfoliatus;10143758;10143758;Potamogeton gramineus;Potamogeton perfoliatus;5301183;5301183;5301200;5301200
Potamogeton lucens × perfoliatus;germansl;Potamogeton lucens × perfoliatus;formula;Potamogeton lucens × perfoliatus;9900373;9900373;Potamogeton lucens;Potamogeton perfoliatus;5301141;5301141;5301200;5301200
Potentilla anglica × erecta;germansl;Potentilla anglica × erecta;formula;Potentilla anglica × erecta;9686484;9686484;Potentilla anglica;Potentilla erecta;5365283;5365283;5365576;5365576
Primula auricula × hirsuta;germansl;Primula auricula × hirsuta;formula;Primula auricula × hirsuta;10290280;10290280;Primula auricula;Primula hirsuta;7974503;7974503;8297072;8297072
Quercus petraea × pubescens;germansl;Quercus petraea × pubescens;formula;Quercus petraea × pubescens;10342759;10342759;Quercus petraea;Quercus pubescens;2880130;2880130;2881283;2881283
Rorippa austriaca × sylvestris;germansl;Rorippa austriaca × sylvestris;formula;Rorippa austriaca × sylvestris;9997720;3693336;Rorippa austriaca;Rorippa sylvestris;3053406;3053406;3053376;3053376
Rumex aquaticus × hydrolapathum;germansl;Rumex aquaticus × hydrolapathum;formula;Rumex aquaticus × hydrolapathum;10052145;10052145;Rumex aquaticus;Rumex hydrolapathum;2888992;2888992;7291247;7291247
Rumex crispus × obtusifolius;germansl;Rumex crispus × obtusifolius;formula;Rumex crispus × obtusifolius;9788552;9788552;Rumex crispus;Rumex obtusifolius;8195144;8195144;2889011;2889011
Salix appendiculata × caprea;germansl;Salix appendiculata × caprea;formula;Salix appendiculata × caprea;10224108;10224108;Salix appendiculata;Salix caprea;5583213;5583213;5372952;5372952
Salix aurita × cinerea;germansl;Salix aurita × cinerea;formula;Salix aurita × cinerea;10448348;10448348;Salix aurita;Salix cinerea;5372876;5372876;5372605;5372605
Salix aurita × repens;germansl;Salix aurita × repens;formula;Salix aurita × repens;9851934;9851934;Salix aurita;Salix repens;5372876;5372876;9148812;9148812
Salix aurita × starkeana;germansl;Salix aurita × starkeana;formula;Salix aurita × starkeana;10582056;10582056;Salix aurita;Salix starkeana;5372876;5372876;7266759;7266759
Salix bicolor × myrsinifolia;germansl;Salix bicolor × myrsinifolia;formula;Salix bicolor × myrsinifolia;NA;NA;Salix bicolor;Salix myrsinifolia;5372945;5372945;5372875;5372875
Salix caprea × viminalis;germansl;Salix caprea × viminalis;formula;Salix caprea × viminalis;10661029;5372818;Salix caprea;Salix viminalis;5372952;5372952;5372933;5372933
Salix cinerea × myrsinifolia;germansl;Salix cinerea × myrsinifolia;formula;Salix cinerea × myrsinifolia;10184747;10184747;Salix cinerea;Salix myrsinifolia;5372605;5372605;5372875;5372875
Salix daphnoides × eleagnos;germansl;Salix daphnoides × eleagnos;formula;Salix daphnoides × eleagnos;10228043;10228043;Salix daphnoides;Salix eleagnos;9153437;9153437;5372655;5372655
Salix fragilis × pentandra;germansl;Salix fragilis × pentandra;formula;Salix fragilis × pentandra;10524172;7580239;Salix fragilis;Salix pentandra;5372829;5372829;5372647;5372647
Salix purpurea × viminalis;germansl;Salix purpurea × viminalis;formula;Salix purpurea × viminalis;10078996;5372926;Salix purpurea;Salix viminalis;5372800;5372800;5372933;5372933
Salix triandra × viminalis;germansl;Salix triandra × viminalis;formula;Salix triandra × viminalis;9831500;8025520;Salix triandra;Salix viminalis;7103891;7103891;5372933;5372933
Salvia nemorosa × pratensis;germansl;Salvia nemorosa × pratensis;formula;Salvia nemorosa × pratensis;10142995;2926990;Salvia nemorosa;Salvia pratensis;2927028;2927028;2927007;2927007
Saxifraga biflora × oppositifolia;germansl;Saxifraga biflora × oppositifolia;formula;Saxifraga biflora × oppositifolia;NA;NA;Saxifraga biflora;Saxifraga oppositifolia;7646635;7646635;8353146;8353146
Schoenoplectus lacustris × triqueter;germansl;Schoenoplectus lacustris × triqueter;formula;Schoenoplectus lacustris × triqueter;10233789;10233789;Schoenoplectus lacustris;Schoenoplectus triqueter;2710941;2710941;2711033;2711033
Schoenoplectus tabernaemontani × triqueter;germansl;Schoenoplectus tabernaemontani × triqueter;formula;Schoenoplectus tabernaemontani × triqueter;NA;NA;Schoenoplectus tabernaemontani;Schoenoplectus triqueter;2711157;2711157;2711033;2711033
Schoenus ferrugineus × nigricans;germansl;Schoenus ferrugineus × nigricans;formula;Schoenus ferrugineus × nigricans;9961158;9961158;Schoenus ferrugineus;Schoenus nigricans;2709988;2709988;2709923;2709923
Sempervivum arachnoideum × montanum;germansl;Sempervivum arachnoideum × montanum;formula;Sempervivum arachnoideum × montanum;10630991;10630991;Sempervivum arachnoideum;Sempervivum montanum;4201709;4201709;8164781;8164781
Stachys palustris × sylvatica;germansl;Stachys palustris × sylvatica;formula;Stachys palustris × sylvatica;10156604;10156604;Stachys palustris;Stachys sylvatica;2927245;2927245;2927282;2927282
Thymus alpestris × pulegioides;germansl;Thymus alpestris × pulegioides;formula;Thymus alpestris × pulegioides;NA;NA;Thymus alpestris;Thymus pulegioides;7711978;7711978;5341443;5341443
Thymus praecox × pulegioides;germansl;Thymus praecox × pulegioides;formula;Thymus praecox × pulegioides;11557706;11557706;Thymus praecox;Thymus pulegioides;5341449;5341449;5341443;5341443
Thymus pulegioides × serpyllum;germansl;Thymus pulegioides × serpyllum;formula;Thymus pulegioides × serpyllum;10224322;10224322;Thymus pulegioides;Thymus serpyllum;5341443;5341443;6409622;6409622
Tilia cordata × platyphyllos;germansl;Tilia cordata × platyphyllos;formula;Tilia cordata × platyphyllos;9967385;3152046;Tilia cordata;Tilia platyphyllos;3152047;3152047;3152048;3152048
Viola hirta × odorata;germansl;Viola hirta × odorata;formula;Viola hirta × odorata;9703848;9703848;Viola hirta;Viola odorata;5664290;5664290;5331181;5331181
Viola reichenbachiana × riviniana;germansl;Viola reichenbachiana × riviniana;formula;Viola reichenbachiana × riviniana;9812709;9812709;Viola reichenbachiana;Viola riviniana;5663962;5663962;7296321;7296321
Viola × dubia Wiesb.;germansl;Viola × dubia Wiesb.;name;Viola ×dubia Wiesb.;7916589;5665263;NA;NA;NA;NA;NA;NA
Arctium ×ambiguum (Čelak.) Nyman;pladias;Arctium × ambiguum (Čelak.) Nyman;name;Arctium ×ambiguum (Čelak.) Nyman;5393100;5393100;NA;NA;NA;NA;NA;NA
Asplenium adulterinum Milde;pladias;Asplenium adulterinum Milde;name;Asplenium adulterinum Milde;2650652;2650652;NA;NA;NA;NA;NA;NA
Asplenium ×alternifolium Wulfen;pladias;Asplenium × alternifolium Wulfen;name;Asplenium ×alternifolium Wulfen;2650632;2650632;NA;NA;NA;NA;NA;NA
Asplenium ×clermontae Syme;pladias;Asplenium × clermontae Syme;name;Asplenium ×clermontae Syme;4256697;10390164;NA;NA;NA;NA;NA;NA
Bidens ×polakii Velen.;pladias;Bidens × polakii Velen.;name;Bidens ×polakii Velen.;8240386;8240386;NA;NA;NA;NA;NA;NA
Carex ×leutzii Kneuck.;pladias;Carex × leutzii Kneuck.;name;Carex ×leutzii Kneuck.;2726848;2726848;NA;NA;NA;NA;NA;NA
Carex ×ligniciensis Figert;pladias;Carex × ligniciensis Figert;name;Carex ×ligniciensis Figert;2726330;2726330;NA;NA;NA;NA;NA;NA
Carex ×prolixa Fr.;pladias;Carex × prolixa Fr.;name;Carex ×prolixa Fr.;2722343;2722343;NA;NA;NA;NA;NA;NA
Carex ×xanthocarpa Degl.;pladias;Carex × xanthocarpa Degl.;name;Carex ×xanthocarpa Degl.;2723752;2723752;NA;NA;NA;NA;NA;NA
Chenopodium album × Ch. strictum;pladias;Chenopodium album × strictum;formula;Chenopodium album × strictum;NA;NA;Chenopodium album;Chenopodium strictum;3083838;3083838;3083941;3083941
Circaea ×intermedia Ehrh.;pladias;Circaea × intermedia Ehrh.;name;Circaea ×intermedia Ehrh.;8186928;8186928;NA;NA;NA;NA;NA;NA
Cirsium ×affine Tausch;pladias;Cirsium × affine Tausch;name;Cirsium ×affine Tausch;3112946;3112946;NA;NA;NA;NA;NA;NA
Cirsium ×celakovskyanum Knaf;pladias;Cirsium × celakovskyanum Knaf;name;Cirsium ×celakovskyanum Knaf;3113439;3113439;NA;NA;NA;NA;NA;NA
Cirsium ×erucagineum DC.;pladias;Cirsium × erucagineum DC.;name;Cirsium ×erucagineum DC.;3113033;3113033;NA;NA;NA;NA;NA;NA
Cirsium ×subspinuligerum Peterm.;pladias;Cirsium × subspinuligerum Peterm.;name;Cirsium ×subspinuligerum Peterm.;8188714;8188714;NA;NA;NA;NA;NA;NA
Crataegus persimilis Sarg.;pladias;Crataegus persimilis Sarg.;name;Crataegus persimilis Sarg.;3015457;3015457;NA;NA;NA;NA;NA;NA
Dactylorhiza ×dufftiana (M. Schulze) Soó;pladias;Dactylorhiza × dufftiana (M. Schulze) Soó;name;Dactylorhiza ×dufftiana (M. Schulze) Soó;2810869;2810869;NA;NA;NA;NA;NA;NA
Dactylorhiza ×vermeuleniana Soó;pladias;Dactylorhiza × vermeuleniana Soó;name;Dactylorhiza ×vermeuleniana Soó;7431604;10902072;NA;NA;NA;NA;NA;NA
Diphasiastrum ×issleri (Rouy) Holub;pladias;Diphasiastrum × issleri (Rouy) Holub;name;Diphasiastrum ×issleri (Rouy) Holub;2688438;2688438;NA;NA;NA;NA;NA;NA
Diphasiastrum ×zeilleri (Rouy) Holub;pladias;Diphasiastrum × zeilleri (Rouy) Holub;name;Diphasiastrum ×zeilleri (Rouy) Holub;2688382;2688382;NA;NA;NA;NA;NA;NA
Epilobium ×aggregatum Čelak.;pladias;Epilobium × aggregatum Čelak.;name;Epilobium ×aggregatum Čelak.;3664013;3664013;NA;NA;NA;NA;NA;NA
Epilobium ×amphibolum Hausskn.;pladias;Epilobium × amphibolum Hausskn.;name;Epilobium ×amphibolum Hausskn.;3663757;3663757;NA;NA;NA;NA;NA;NA
Epilobium ×brachiatum Čelak.;pladias;Epilobium × brachiatum Čelak.;name;Epilobium ×brachiatum Čelak.;3667349;3667349;NA;NA;NA;NA;NA;NA
