verbatim;edited;parent
Epipactis reinekei_x M.Bayer;Epipactis reinekei M.Bayer;NA
Epipactis pupplingensis_x K.P.Bell;Epipactis pupplingensis K.P.Bell;NA
Epipactis nicolosii_x M.P.Grasso & Grillo;Epipactis nicolosii M.P.Grasso & Grillo;NA
Epipactis liestalensis_x A.Camus;Epipactis liestalensis A.Camus;NA
Epipactis heterogama_x M.Bayer;Epipactis heterogama M.Bayer;NA
Epipactis timpeana_x F.Fohringer;Epipactis timpeana F.Fohringer;NA
Epipactis egydeana_x E.Klein & Laminger;Epipactis egydeana E.Klein & Laminger;NA
Epipactis hanseniorum_x Batou ek;Epipactis hanseniorum Batou ek;NA
Epipactis graberi_x A.Camus;Epipactis graberi A.Camus;NA
Epipactis gevaudanii_x P.Delforge;Epipactis gevaudanii P.Delforge;NA
Epipactis populetorum_x Benito & C.E.Hermos.;Epipactis populetorum Benito & C.E.Hermos.;NA
Epipactis gerbaudiorum_x P.Delforge;Epipactis gerbaudiorum P.Delforge;NA
Epipactis gauckleri_x J.Weigelt & Riech.;Epipactis gauckleri J.Weigelt & Riech.;NA
Epipactis fleischmannii_x Heimerl;Epipactis fleischmannii Heimerl;NA
Epipactis conquensis_x Benito & C.E.Hermos.;Epipactis conquensis Benito & C.E.Hermos.;NA
Epipactis cardonneae_x J.M.Lewin;Epipactis cardonneae J.M.Lewin;NA
Epipactis capellonensis_x B.Baumann & H.Baumann;Epipactis capellonensis B.Baumann & H.Baumann;NA
Epipactis bruxellensis_x P.Delforge;Epipactis bruxellensis P.Delforge;NA
Epipactis breinerorum_x Batou ek;Epipactis breinerorum Batou ek;NA
Epipactis barreana_x B.Baumann & H.Baumann;Epipactis barreana B.Baumann & H.Baumann;NA
Epipactis barlae_x A.Camus;Epipactis barlae A.Camus;NA
Epipactis amigoi_x J.M.Lewin;Epipactis amigoi J.M.Lewin;NA
Epidendrum spathiporphyreum_x Hágsater & Dodson;Epidendrum spathiporphyreum Hágsater & Dodson;NA
Epidendrum renipichinchae_x Hágsater & E.Santiago;Epidendrum renipichinchae Hágsater & E.Santiago;NA
Epidendrum purpureum_x Barb.Rodr.;Epidendrum purpureum Barb.Rodr.;NA
Epidendrum ormindoi_x F.E.L.Miranda;Epidendrum ormindoi F.E.L.Miranda;NA
Epidendrum pandianum_x Oesterr.;Epidendrum pandianum Oesterr.;NA
Epidendrum osoanum_x Oesterr.;Epidendrum osoanum Oesterr.;NA
Epidendrum obrienianum_x Rolfe;Epidendrum obrienianum Rolfe;NA
Epidendrum nocteburneum_x Hágsater & L.Sánchez;Epidendrum nocteburneum Hágsater & L.Sánchez;NA
Epidendrum gransabanense_x Carnevali & I.Ramírez;Epidendrum gransabanense Carnevali & I.Ramírez;NA
Epidendrum endresio-wallisii_x Auct.;Epidendrum endresio-wallisii Auct.;NA
Epidendrum doroteae_x P.H.Allen;Epidendrum doroteae P.H.Allen;NA
Epidendrum dellense_x O'Brien;Epidendrum dellense O'Brien;NA
Encyclia verboonenii_x V.P.Castro & Campacci;Encyclia verboonenii V.P.Castro & Campacci;NA
Encyclia raganii_x Sauleda & R.M.Adams;Encyclia raganii Sauleda & R.M.Adams;NA
Encyclia lleidae_x Sauleda & R.M.Adams;Encyclia lleidae Sauleda & R.M.Adams;NA
Encyclia knowlesii_x Sauleda & R.M.Adams;Encyclia knowlesii Sauleda & R.M.Adams;NA
Encyclia hillyerorum_x Sauleda & R.M.Adams;Encyclia hillyerorum Sauleda & R.M.Adams;NA
Encyclia guzinskii_x Sauleda & R.M.Adams;Encyclia guzinskii Sauleda & R.M.Adams;NA
Encyclia fabianae_x B.P.Faria & al.;Encyclia fabianae B.P.Faria & al.;NA
Encyclia carbonitensis_x Campacci;Encyclia carbonitensis Campacci;NA
Encyclia camagueyensis_x Rodr.Seijo & al.;Encyclia camagueyensis Rodr.Seijo & al.;NA
Encyclia bajamarensis_x Sauleda & R.M.Adams;Encyclia bajamarensis Sauleda & R.M.Adams;NA
Encyclia alcardoi_x V.P.Castro & Chiron;Encyclia alcardoi V.P.Castro & Chiron;NA
Dracula radiosyndactyla_x Luer;Dracula radiosyndactyla Luer;NA
Dracula pinasensis_x Zambrano & Solano;Dracula pinasensis Zambrano & Solano;NA
Dracula anicula_x Luer & R.Escobar;Dracula anicula Luer & R.Escobar;NA
Domingoa susiana_x Dod;Domingoa susiana Dod;NA
Diuris polymorpha_x Messmer;Diuris polymorpha Messmer;NA
Diuris victoriensis_x Messmer;Diuris victoriensis Messmer;NA
Diuris palachila_x R.S.Rogers;Diuris palachila R.S.Rogers;NA
Diuris nebulosa_x D.L.Jones;Diuris nebulosa D.L.Jones;NA
Diuris fastidiosa_x R.S.Rogers ex Pescott;Diuris fastidiosa R.S.Rogers ex Pescott;NA
Disperis duckittiae_x Auct.;Disperis duckittiae Auct.;NA
Disa veitchii_x Auct.;Disa veitchii Auct.;NA
Disa paludicola_x J.L.Stewart & J.C.Manning;Disa paludicola J.L.Stewart & J.C.Manning;NA
Disa nuwebergensis_x H.P.Linder;Disa nuwebergensis H.P.Linder;NA
Disa maculomarronina_x McMurtry;Disa maculomarronina McMurtry;NA
Disa langleyensis_x Auct.;Disa langleyensis Auct.;NA
Disa brendae_x H.P.Linder;Disa brendae H.P.Linder;NA
Dendrobium yengiliense_x T.M.Reeve;Dendrobium yengiliense T.M.Reeve;NA
Dendrobium vonpaulsenianum_x A.D.Hawkes;Dendrobium vonpaulsenianum A.D.Hawkes;NA
Dendrobium vexabile_x Rchb.f.;Dendrobium vexabile Rchb.f.;NA
Dendrobium venus_x Rolfe;Dendrobium venus Rolfe;NA
Dendrobium vannerianum_x Rchb.f.;Dendrobium vannerianum Rchb.f.;NA
Dendrobium usitae_x T.Yukawa;Dendrobium usitae T.Yukawa;NA
Dendrobium superbiens_x Rchb.f.;Dendrobium superbiens Rchb.f.;NA
Dendrobium vinicolor_x St.Cloud;Dendrobium vinicolor St.Cloud;NA
Dendrobium superbiens_x var. vinicolor (St.Cloud) Ormerod;Dendrobium superbiens var. vinicolor (St.Cloud) Ormerod;NA
Dendrobium goldiei_x var. karthausianum Rolfe;Dendrobium goldiei var. karthausianum Rolfe;NA
Dendrobium goldiei_x Rchb.f.;Dendrobium goldiei Rchb.f.;NA
Dendrobium brandtiae_x Kraenzl.;Dendrobium brandtiae Kraenzl.;NA
Dendrobium suffusum_x Cady;Dendrobium suffusum Cady;NA
Dendrobium statterianum_x Rolfe;Dendrobium statterianum Rolfe;NA
Dendrobium splendidissimum_x Rchb.f.;Dendrobium splendidissimum Rchb.f.;NA
Dendrobium schneiderianum_x Rchb.f.;Dendrobium schneiderianum Rchb.f.;NA
Dendrobium ruppiosum_x Clemesha;Dendrobium ruppiosum Clemesha;NA
Dendrobium rubens_x O'Brien;Dendrobium rubens O'Brien;NA
Dendrobium rolfeae_x Rolfe;Dendrobium rolfeae Rolfe;NA
Dendrobium roeblingianum_x Auct.;Dendrobium roeblingianum Auct.;NA
Dendrobium rhodostoma_x Rchb.f.;Dendrobium rhodostoma Rchb.f.;NA
Dendrobium regnieri_x Régnier;Dendrobium regnieri Régnier;NA
Dendrobium primulardii_x Horridge;Dendrobium primulardii Horridge;NA
Dendrobium porphyrogastrum_x A.H.Kent;Dendrobium porphyrogastrum A.H.Kent;NA
Dendrobium pitcherianum_x Rchb.f.;Dendrobium pitcherianum Rchb.f.;NA
Dendrobium pallens_x Lawr. ex B.S.Williams;Dendrobium pallens Lawr. ex B.S.Williams;NA
Dendrobium owenianum_x O'Brien;Dendrobium owenianum O'Brien;NA
Dendrobium nestor_x O'Brien;Dendrobium nestor O'Brien;NA
Dendrobium murrhiniacum_x Rchb.f.;Dendrobium murrhiniacum Rchb.f.;NA
Dendrobium murrayi_x Auct.;Dendrobium murrayi Auct.;NA
Dendrobium miyakoensis_x M.Hiroe;Dendrobium miyakoensis M.Hiroe;NA
Dendrobium micans_x Rchb.f.;Dendrobium micans Rchb.f.;NA
Dendrobium melanodiscus_x Rolfe;Dendrobium melanodiscus Rolfe;NA
Dendrobium lutwycheanum_x Auct.;Dendrobium lutwycheanum Auct.;NA
Dendrobium luteum_x M.Hiroe;Dendrobium luteum M.Hiroe;NA
Dendrobium leechianum_x Rchb.f.;Dendrobium leechianum Rchb.f.;NA
Dendrobium lavarackianum_x M.A.Clem.;Dendrobium lavarackianum M.A.Clem.;NA
Dendrobium illustre_x Auct.;Dendrobium illustre Auct.;NA
Dendrobium grimesii_x C.T.White & Summerh.;Dendrobium grimesii C.T.White & Summerh.;NA
Dendrobium foederatum_x St.Cloud;Dendrobium foederatum St.Cloud;NA
Dendrobium fleischeri_x J.J.Sm.;Dendrobium fleischeri J.J.Sm.;NA
Dendrobium euosmum_x Rchb.f.;Dendrobium euosmum Rchb.f.;NA
Dendrobium donnesiae_x Auct.;Dendrobium donnesiae Auct.;NA
Dendrobium dominyanum_x Rchb.f.;Dendrobium dominyanum Rchb.f.;NA
Dendrobium cybele_x Rolfe;Dendrobium cybele Rolfe;NA
Dendrobium chrysodiscus_x Rolfe;Dendrobium chrysodiscus Rolfe;NA
Dendrobium chlorostele_x Rchb.f.;Dendrobium chlorostele Rchb.f.;NA
Dendrobium cheltenhamense_x Auct.;Dendrobium cheltenhamense Auct.;NA
Dendrobium cassiope_x Rolfe;Dendrobium cassiope Rolfe;NA
Dendrobium burfordiense_x Lawr.;Dendrobium burfordiense Lawr.;NA
Dendrobium benita_x O'Brien;Dendrobium benita O'Brien;NA
Dendrobium aspasia_x Auct.;Dendrobium aspasia Auct.;NA
Dendrobium apollo_x O'Brien;Dendrobium apollo O'Brien;NA
Dendrobium andersonianum_x F.M.Bailey;Dendrobium andersonianum F.M.Bailey;NA
Dendrobium schumannianum_x Schltr.;Dendrobium schumannianum Schltr.;NA
Dendrobium ainsworthii_x T.Moore;Dendrobium ainsworthii T.Moore;NA
Dactylorhiza wiefelspuetziana_x D.Tyteca;Dactylorhiza wiefelspuetziana D.Tyteca;NA
Dactylorhiza weissenbachiana_x Perko;Dactylorhiza weissenbachiana Perko;NA
Dactylorhiza vorasica_x B.Willing & E.Willing;Dactylorhiza vorasica B.Willing & E.Willing;NA
Dactylorhiza vogtiana_x H.Baumann;Dactylorhiza vogtiana H.Baumann;NA
Dactylorhiza vitosana_x H.Baumann;Dactylorhiza vitosana H.Baumann;NA
Dactylorhiza vermeuleniana_x Soó;Dactylorhiza vermeuleniana Soó;NA
Dactylorhiza vallis-peenae_x Kümpel;Dactylorhiza vallis-peenae Kümpel;NA
Dactylorhiza templinensis_x Potucek;Dactylorhiza templinensis Potucek;NA
Dactylorhiza stenkyrkae_x Hautz.;Dactylorhiza stenkyrkae Hautz.;NA
Dactylorhiza stagni-novi_x D.Tyteca & Gathoye;Dactylorhiza stagni-novi D.Tyteca & Gathoye;NA
Dactylorhiza souflikensis_x B.Willing & E.Willing;Dactylorhiza souflikensis B.Willing & E.Willing;NA
Dactylorhiza salictina_x B.Willing & E.Willing;Dactylorhiza salictina B.Willing & E.Willing;NA
Dactylorhiza sivasiana_x E.Baumann & Künkele ex Renz & Taubenheim;Dactylorhiza sivasiana E.Baumann & Künkele ex Renz & Taubenheim;NA
Dactylorhiza serreana_x H.Baumann;Dactylorhiza serreana H.Baumann;NA
Dactylorhiza robertsii_x Aver.;Dactylorhiza robertsii Aver.;NA
Dactylorhiza rizeana_x Renz & Taubenheim;Dactylorhiza rizeana Renz & Taubenheim;NA
Dactylorhiza renzii_x H.Baumann & Künkele;Dactylorhiza renzii H.Baumann & Künkele;NA
Dactylorhiza reitaluae_x Hennecke & al.;Dactylorhiza reitaluae Hennecke & al.;NA
Dactylorhiza pseudojunialis_x R.Doll;Dactylorhiza pseudojunialis R.Doll;NA
Dactylorhiza prochazkana_x Businský;Dactylorhiza prochazkana Businský;NA
Dactylorhiza perez-chiscanoi_x F.M.Vázquez;Dactylorhiza perez-chiscanoi F.M.Vázquez;NA
Dactylorhiza paridaeniana_x Kreutz;Dactylorhiza paridaeniana Kreutz;NA
Dactylorhiza nevskii_x H.Baumann & Künkele;Dactylorhiza nevskii H.Baumann & Künkele;NA
Dactylorhiza metsowonensis_x B.Baumann & H.Baumann;Dactylorhiza metsowonensis B.Baumann & H.Baumann;NA
Dactylorhiza lillsundica_x Kreutz;Dactylorhiza lillsundica Kreutz;NA
Dactylorhiza kuuskiae_x E.Breiner & R.Breiner;Dactylorhiza kuuskiae E.Breiner & R.Breiner;NA
Dactylorhiza kopdagiana_x H.Baumann;Dactylorhiza kopdagiana H.Baumann;NA
Dactylorhiza komiensis_x Aver.;Dactylorhiza komiensis Aver.;NA
Dactylorhiza kelleriana_x P.F.Hunt;Dactylorhiza kelleriana P.F.Hunt;NA
Dactylorhiza silvae-gabretae_x F.Proch.;Dactylorhiza silvae-gabretae F.Proch.;NA
Dactylorhiza estonica_x Jagiello & Kuusk;Dactylorhiza estonica Jagiello & Kuusk;NA
Dactylorhiza katarana_x H.Baumann;Dactylorhiza katarana H.Baumann;NA
Dactylorhiza juennensis_x Perko;Dactylorhiza juennensis Perko;NA
Dactylorhiza ishorica_x Aver.;Dactylorhiza ishorica Aver.;NA
Dactylorhiza gustavssonii_x H.Baumann;Dactylorhiza gustavssonii H.Baumann;NA
Dactylorhiza sultandagi_x Renz & Taubenheim;Dactylorhiza sultandagi Renz & Taubenheim;NA
Dactylorhiza guillaumeae_x C.Bernard;Dactylorhiza guillaumeae C.Bernard;NA
Dactylorhiza gotlandica_x Kreutz;Dactylorhiza gotlandica Kreutz;NA
Dactylorhiza fourkensis_x B.Willing & E.Willing;Dactylorhiza fourkensis B.Willing & E.Willing;NA
Dactylorhiza formosa_x Soó;Dactylorhiza formosa Soó;NA
Orchis formosa_x T.Stephenson & T.A.Stephenson;Orchis formosa T.Stephenson & T.A.Stephenson;NA
Dactylorhiza daunia_x W.Rossi & al.;Dactylorhiza daunia W.Rossi & al.;NA
Dactylorhiza kerasovinensis_x B.Willing & E.Willing;Dactylorhiza kerasovinensis B.Willing & E.Willing;NA
Dactylorhiza carnea_x Soó;Dactylorhiza carnea Soó;NA
Orchis carnea_x E.G.Camus;Orchis carnea E.G.Camus;NA
Dactylorhiza breviceras_x Renz & Taubenheim;Dactylorhiza breviceras Renz & Taubenheim;NA
Dactylorhiza boluiana_x H.Baumann;Dactylorhiza boluiana H.Baumann;NA
Dactylorhiza bayburtiana_x H.Baumann;Dactylorhiza bayburtiana H.Baumann;NA
Dactylorhiza batavica_x Soó;Dactylorhiza batavica Soó;NA
Dactylorhiza balabaniana_x H.Baumann;Dactylorhiza balabaniana H.Baumann;NA
Dactylorhiza baicalica_x Aver.;Dactylorhiza baicalica Aver.;NA
Dactylorhiza ampolai_x Hautz.;Dactylorhiza ampolai Hautz.;NA
Dactylorhiza aldenii_x H.Baumann;Dactylorhiza aldenii H.Baumann;NA
Dactylorhiza abeliana_x Peitz;Dactylorhiza abeliana Peitz;NA
Dactylorhiza abantiana_x H.Baumann & Künkele;Dactylorhiza abantiana H.Baumann & Künkele;NA
Cyrtopodium intermedium_x Brade;Cyrtopodium intermedium Brade;NA
Cypripedium yvonnae_x Garnier;Cypripedium yvonnae Garnier;NA
Cypripedium winnianum_x Rchb.f.;Cypripedium winnianum Rchb.f.;NA
Cypripedium wenqingiae_x Perner;Cypripedium wenqingiae Perner;NA
Cypripedium wellesleyanum_x Sander;Cypripedium wellesleyanum Sander;NA
Cypripedium weathersianum_x Linden;Cypripedium weathersianum Linden;NA
Cypripedium watsonianum_x Sander;Cypripedium watsonianum Sander;NA
Cypripedium vigerianum_x Mantin;Cypripedium vigerianum Mantin;NA
Cypripedium vexillarium_x Rchb.f.;Cypripedium vexillarium Rchb.f.;NA
Cypripedium vervaetianum_x Rchb.f.;Cypripedium vervaetianum Rchb.f.;NA
Cypripedium vernixium_x Rchb.f.;Cypripedium vernixium Rchb.f.;NA
Cypripedium ventricosum_x Sw.;Cypripedium ventricosum Sw.;NA
Cypripedium ventricosum_x forma bicolor Aver.;Cypripedium ventricosum f. bicolor Aver.;NA
Cypripedium sinapoides_x Y.N.Lee;Cypripedium sinapoides Y.N.Lee;NA
Cypripedium roseum_x Y.N.Lee;Cypripedium roseum Y.N.Lee;NA
Cypripedium morinanthum_x Y.N.Lee;Cypripedium morinanthum Y.N.Lee;NA
Cypripedium manchuricum_x var. virescens Stapf;Cypripedium manchuricum var. virescens Stapf;NA
Cypripedium manchuricum_x Stapf;Cypripedium manchuricum Stapf;NA
Cypripedium krylowii_x Siuzew;Cypripedium krylowii Siuzew;NA
Cypripedium kesselringii_x G.Keller;Cypripedium kesselringii G.Keller;NA
Cypripedium freynii_x Karo;Cypripedium freynii Karo;NA
Cypripedium barbeyi_x E.G.Camus & al.;Cypripedium barbeyi E.G.Camus & al.;NA
Cypripedium agnicapitatum_x Y.N.Lee;Cypripedium agnicapitatum Y.N.Lee;NA
Cypripedium van-molianum_x Linden;Cypripedium van-molianum Linden;NA
Cypripedium umlauftianum_x Sander;Cypripedium umlauftianum Sander;NA
Cypripedium uihleinianum_x Sander;Cypripedium uihleinianum Sander;NA
Cypripedium tryonianum_x Tate;Cypripedium tryonianum Tate;NA
Cypripedium triumphans_x O'Brien;Cypripedium triumphans O'Brien;NA
Cypripedium thibautianum_x Veitch ex Rchb.f.;Cypripedium thibautianum Veitch ex Rchb.f.;NA
Cypripedium thayerianum_x Sander;Cypripedium thayerianum Sander;NA
Cypripedium tessellatum_x Rchb.f.;Cypripedium tessellatum Rchb.f.;NA
Cypripedium tautzianum_x Rchb.f.;Cypripedium tautzianum Rchb.f.;NA
Cypripedium taganti_x God.-Leb.;Cypripedium taganti God.-Leb.;NA
Cypripedium swinburnei_x O'Brien;Cypripedium swinburnei O'Brien;NA
Cypripedium swanianum_x Rchb.f.;Cypripedium swanianum Rchb.f.;NA
Cypripedium delicatulum_x Rchb.f.;Cypripedium delicatulum Rchb.f.;NA
Cypripedium superciliare_x Rchb.f.;Cypripedium superciliare Rchb.f.;NA
Cypripedium barbatoveitchianum_x Bleu;Cypripedium barbatoveitchianum Bleu;NA
Cypripedium suffusum_x Sander;Cypripedium suffusum Sander;NA
Cypripedium statterianum_x B.S.Williams;Cypripedium statterianum B.S.Williams;NA
Cypripedium smithii_x B.S.Williams;Cypripedium smithii B.S.Williams;NA
Cypripedium signatum_x W.Bull;Cypripedium signatum W.Bull;NA
Cypripedium sibyrolense_x Linden;Cypripedium sibyrolense Linden;NA
Cypripedium selligerum_x Rchb.f.;Cypripedium selligerum Rchb.f.;NA
Cypripedium peetersianum_x Rchb.f.;Cypripedium peetersianum Rchb.f.;NA
Cypripedium sedeni_x J.H.Veitch;Cypripedium sedeni J.H.Veitch;NA
Cypripedium schroederae_x Rchb.f.;Cypripedium schroederae Rchb.f.;NA
Selenipedium schroederae_x var. roeblingiae Rolfe;Selenipedium schroederae var. roeblingiae Rolfe;NA
Cypripedium savageanum_x Rchb.f.;Cypripedium savageanum Rchb.f.;NA
Cypripedium seegerianum_x B.S.Williams;Cypripedium seegerianum B.S.Williams;NA
Cypripedium pitcherianum_x Rchb.f.;Cypripedium pitcherianum Rchb.f.;NA
Cypripedium regale_x W.Bull;Cypripedium regale W.Bull;NA
Cypripedium refulgens_x Ingram;Cypripedium refulgens Ingram;NA
Cypripedium radiosum_x Rchb.f.;Cypripedium radiosum Rchb.f.;NA
Cypripedium variopictum_x Rchb.f.;Cypripedium variopictum Rchb.f.;NA
Cypripedium pycnopterum_x Rchb.f.;Cypripedium pycnopterum Rchb.f.;NA
Cypripedium porphyrospilum_x Rchb.f.;Cypripedium porphyrospilum Rchb.f.;NA
Cypripedium porphyrospilum_x B.S.Williams;Cypripedium porphyrospilum B.S.Williams;NA
Cypripedium pryorianum_x B.S.Williams;Cypripedium pryorianum B.S.Williams;NA
Cypripedium poyntzianum_x O'Brien;Cypripedium poyntzianum O'Brien;NA
Cypripedium polystigmaticum_x Rchb.f.;Cypripedium polystigmaticum Rchb.f.;NA
Cypripedium pollettianum_x Rolfe;Cypripedium pollettianum Rolfe;NA
Cypripedium politum_x Rchb.f.;Cypripedium politum Rchb.f.;NA
Cypripedium pleistochlorum_x Rchb.f.;Cypripedium pleistochlorum Rchb.f.;NA
Cypripedium peruzzisnum_x Recenti;Cypripedium peruzzisnum Recenti;NA
Cypripedium perseus_x Rchb.f.;Cypripedium perseus Rchb.f.;NA
Selenipedium phaedra_x Rolfe;Selenipedium phaedra Rolfe;NA
Selenipedium perseus_x var. phaedra Rolfe;Selenipedium perseus var. phaedra Rolfe;NA
Cypripedium phaedra_x Weathers;Cypripedium phaedra Weathers;NA
Cypripedium penelans_x H.J.Veitch;Cypripedium penelans H.J.Veitch;NA
Cypripedium penalus_x Weathers;Cypripedium penalus Weathers;NA
Cypripedium pavoninum_x Rchb.f.;Cypripedium pavoninum Rchb.f.;NA
Cypripedium desboisianum_x Bosschere;Cypripedium desboisianum Bosschere;NA
Cypripedium patens_x Rchb.f.;Cypripedium patens Rchb.f.;NA
Cypripedium paris_x Rolfe;Cypripedium paris Rolfe;NA
Cypripedium pallas_x N.E.Br.;Cypripedium pallas N.E.Br.;NA
Cypripedium pageanum_x Rchb.f.;Cypripedium pageanum Rchb.f.;NA
Cypripedium oenone_x Rolfe;Cypripedium oenone Rolfe;NA
Cypripedium orpheus_x Rolfe;Cypripedium orpheus Rolfe;NA
Cypripedium orphanum_x Veitch ex Rchb.f.;Cypripedium orphanum Veitch ex Rchb.f.;NA
Cypripedium orestes_x A.H.Kent;Cypripedium orestes A.H.Kent;NA
Cypripedium orbum_x Rolfe;Cypripedium orbum Rolfe;NA
Cypripedium olenus_x Measures;Cypripedium olenus Measures;NA
Cypripedium numa_x Rolfe;Cypripedium numa Rolfe;NA
Cypripedium nitidissimum_x Rchb.f.;Cypripedium nitidissimum Rchb.f.;NA
Selenipedium nitidissimum_x var. clonius (Auct.) Rolfe;Selenipedium nitidissimum var. clonius (Auct.) Rolfe;NA
Selenipedium nitidissimum_x var. chrysocomes (Rolfe) Rolfe;Selenipedium nitidissimum var. chrysocomes (Rolfe) Rolfe;NA
Cypripedium clonius_x Auct.;Cypripedium clonius Auct.;NA
Cypripedium chrysocomes_x Rolfe;Cypripedium chrysocomes Rolfe;NA
Cypripedium niobe_x Rolfe;Cypripedium niobe Rolfe;NA
Cypripedium minos_x Veitch ex B.S.Williams;Cypripedium minos Veitch ex B.S.Williams;NA
Cypripedium gaskellianum_x Gower;Cypripedium gaskellianum Gower;NA
Cypripedium murillo_x Desbois;Cypripedium murillo Desbois;NA
Cypripedium dibdin_x Desbois;Cypripedium dibdin Desbois;NA
Cypripedium morganiae_x Rchb.f.;Cypripedium morganiae Rchb.f.;NA
Cypripedium minerva_x Rolfe;Cypripedium minerva Rolfe;NA
Cypripedium memoria-fournieri_x Cogn.;Cypripedium memoria-fournieri Cogn.;NA
Cypripedium melanophthalmum_x Rchb.f.;Cypripedium melanophthalmum Rchb.f.;NA
Cypripedium meirax_x Rchb.f.;Cypripedium meirax Rchb.f.;NA
Cypripedium maynardii_x Rolfe;Cypripedium maynardii Rolfe;NA
Cypripedium mauriceanum_x Bosschere;Cypripedium mauriceanum Bosschere;NA
Cypripedium massainum_x Weathers;Cypripedium massainum Weathers;NA
Cypripedium marmorophyllum_x Rchb.f.;Cypripedium marmorophyllum Rchb.f.;NA
Cypripedium gemmiferum_x Rchb.f.;Cypripedium gemmiferum Rchb.f.;NA
Cypripedium fitchianum_x L.O.Williams;Cypripedium fitchianum L.O.Williams;NA
Cypripedium marmoratum_x Rchb.f.;Cypripedium marmoratum Rchb.f.;NA
Cypripedium magdalana_x O'Brien;Cypripedium magdalana O'Brien;NA
Cypripedium maesereelianum_x Rodigas;Cypripedium maesereelianum Rodigas;NA
Cypripedium macropterum_x Rchb.f.;Cypripedium macropterum Rchb.f.;NA
Cypripedium macfarlanei_x Kraenzl.;Cypripedium macfarlanei Kraenzl.;NA
Cypripedium lynchianum_x Sander;Cypripedium lynchianum Sander;NA
Cypripedium lucidum_x Rchb.f.;Cypripedium lucidum Rchb.f.;NA
Cypripedium loochristianum_x Bosschere;Cypripedium loochristianum Bosschere;NA
Cypripedium lineolare_x Rchb.f.;Cypripedium lineolare Rchb.f.;NA
Cypripedium leopoldianum_x Sander;Cypripedium leopoldianum Sander;NA
Cypripedium leonae_x Linden;Cypripedium leonae Linden;NA
Cypripedium leeanum_x Rchb.f.;Cypripedium leeanum Rchb.f.;NA
Cypripedium engelhardtae_x L.Linden;Cypripedium engelhardtae L.Linden;NA
Cypripedium albertianum_x Hye;Cypripedium albertianum Hye;NA
Cypripedium lawrebel_x Linden;Cypripedium lawrebel Linden;NA
Cypripedium laurebellum_x Lawr.;Cypripedium laurebellum Lawr.;NA
Cypripedium lathamianum_x Rchb.f.;Cypripedium lathamianum Rchb.f.;NA
Cypripedium hera_x Rolfe;Cypripedium hera Rolfe;NA
Cypripedium juno_x N.E.Br.;Cypripedium juno N.E.Br.;NA
Cypripedium johnsonianum_x Sander;Cypripedium johnsonianum Sander;NA
Cypripedium io_x Rchb.f.;Cypripedium io Rchb.f.;NA
Cypripedium inspirator_x Kerch.;Cypripedium inspirator Kerch.;NA
Cypripedium hurellianum_x R.M.Grey;Cypripedium hurellianum R.M.Grey;NA
Cypripedium houtteanum_x Rchb.f.;Cypripedium houtteanum Rchb.f.;NA
Cypripedium hornianum_x Rchb.f.;Cypripedium hornianum Rchb.f.;NA
Cypripedium picturatum_x Lawr.;Cypripedium picturatum Lawr.;NA
Cypripedium adonis_x B.S.Williams;Cypripedium adonis B.S.Williams;NA
Cypripedium herae_x Ewacha & Sheviak;Cypripedium herae Ewacha & Sheviak;NA
Cypripedium hephaestus_x A.H.Kent;Cypripedium hephaestus A.H.Kent;NA
Cypripedium harrisianum_x Rchb.f.;Cypripedium harrisianum Rchb.f.;NA
Cypripedium williamsianum_x Rchb.f.;Cypripedium williamsianum Rchb.f.;NA
Cypripedium vanhoutteanum_x Hye;Cypripedium vanhoutteanum Hye;NA
Cypripedium lucienianum_x Auct.;Cypripedium lucienianum Auct.;NA
Cypripedium dauthieri_x Rchb.f. ex Kitt.;Cypripedium dauthieri Rchb.f. ex Kitt.;NA
Cypripedium gravesiae_x R.M.Grey;Cypripedium gravesiae R.M.Grey;NA
Cypripedium godseffianum_x Rolfe;Cypripedium godseffianum Rolfe;NA
Cypripedium bragaianum_x L.Linden;Cypripedium bragaianum L.Linden;NA
Cypripedium gigas_x O'Brien;Cypripedium gigas O'Brien;NA
Cypripedium gibezianum_x L.Linden;Cypripedium gibezianum L.Linden;NA
Cypripedium germinyanum_x Veitch ex Rchb.f.;Cypripedium germinyanum Veitch ex Rchb.f.;NA
Cypripedium galatea_x Rolfe;Cypripedium galatea Rolfe;NA
Cypripedium electra_x Rolfe;Cypripedium electra Rolfe;NA
